5.199388058383724864e-01,5.024913492393426884e-01,5.462232845372300138e-01,5.741542393775210806e-01,5.372726141159003266e-01,5.900120288542176628e-01,5.401973509873936319e-01,6.046748420304789429e-01,7.003429343240306082e-01,6.529502772347911543e-01,6.315405175173605112e-01,7.303617065479670600e-01,6.298879858651265096e-01,6.121610791311780098e-01,6.297316961413248482e-01,6.566728122571356963e-01,6.908767385038427911e-01,7.479466101535512390e-01,7.557721308952333183e-01,8.011994914584488203e-01,8.469755558538228923e-01,8.207187282273964435e-01,7.985225973097570540e-01,7.777087104391210426e-01,7.948592568254677637e-01,8.254736285751539393e-01,8.133714667464924108e-01,7.704806323323636352e-01,7.693089380654816178e-01,7.676893083849554156e-01,8.314508064717198721e-01,7.731637084465379228e-01,7.763629232424317239e-01,8.396811325059541087e-01,9.229957334236266187e-01,9.634915719084280461e-01,9.579995502809039998e-01,9.406284194040145374e-01,9.076728019820919924e-01,9.000799964188739288e-01,9.378369249913309780e-01,9.534194936230275808e-01,9.480262237098674438e-01,8.536748429365428326e-01,8.864030271499652169e-01,8.866794440960088508e-01,8.509947212355579715e-01,9.571629093153019019e-01,9.409675433345948692e-01,9.555228946927005751e-01,9.311289652927629001e-01,9.489480916107299047e-01,9.626337992256703835e-01,9.499365020450600827e-01,9.776045723640139906e-01,9.566724967256788892e-01,9.730551413976878949e-01,9.625719079143055801e-01,9.848571568212977079e-01,9.942561563253359269e-01,9.973397422110552579e-01,9.995034997850001934e-01,9.999993573065235619e-01
5.199388058383724864e-01,5.294201155868561992e-01,5.652870593021237511e-01,6.168471448095647069e-01,5.649036822271952252e-01,5.808608634137020221e-01,5.719941175606619854e-01,4.653854496622972792e-01,4.133077817302793777e-01,5.291143462190014413e-01,5.376743395785469337e-01,6.242584993725094344e-01,5.830387433720101154e-01,5.836771295184335351e-01,5.048408291444888008e-01,4.689985582390524543e-01,4.821814803803843863e-01,5.497712596939767771e-01,5.836819811572417915e-01,5.956007813576182919e-01,5.498329369463976768e-01,4.954230185559447830e-01,4.954083126025403683e-01,5.854776893192539244e-01,5.946397573191821717e-01,6.081015746890960916e-01,5.283443021478182455e-01,5.442241869317622216e-01,6.193401900551265271e-01,5.813519567776295194e-01,5.986575317997739898e-01,6.387143193436712885e-01,6.509762791158845152e-01,5.672252863858160410e-01,6.133892817298547406e-01,6.072638571736973523e-01,5.057692198469868616e-01,4.084621891505445523e-01,2.099301858446189217e-01,1.401276138929050119e-01,1.318438641202642758e-01,1.411610553961373249e-01,1.304262888891293271e-01,6.249982833341070909e-02,4.525171788016705415e-02,2.484640911082845391e-02,2.093208288840670353e-02,2.061788854023241177e-02,2.250399865133031335e-02,1.896602372974757686e-02,7.953568856146883692e-03,1.168201784398728051e-02,1.284382511613842669e-02,8.769919567701857030e-03,1.050019042290508200e-02,7.290831853583022194e-03,2.158241653427966662e-03,5.123334106440086133e-04,6.817777463416980262e-04,3.567245953644199771e-03,1.079397401417563421e-03,1.241569915112334310e-03,1.054437397177789329e-04
5.199388058383724864e-01,4.314869031283642964e-01,3.916455909764668952e-01,3.028400912972264991e-01,3.474632374808631630e-01,4.048466093552469669e-01,3.991627392787936435e-01,4.014163863928535969e-01,4.609070978138131713e-01,4.557580297284553050e-01,4.372684138993238046e-01,4.619548087416141535e-01,5.203176786166706647e-01,5.955851783657428733e-01,6.234443446053639093e-01,6.619751595465703797e-01,6.580306879813285770e-01,6.264385951562516652e-01,5.344721229647981797e-01,5.630083554534204282e-01,5.224699429684552809e-01,5.206785945137396565e-01,5.728264936897262682e-01,4.816044002975583549e-01,4.687706562918654840e-01,4.865592159977637499e-01,4.525652784046134136e-01,5.280433593449956886e-01,5.214701882025991608e-01,5.890762166129261956e-01,5.902387364125218916e-01,6.174414914582919689e-01,7.372747196579485518e-01,6.280335649949467802e-01,4.619652444882474396e-01,4.425581316809268362e-01,2.934893917044782974e-01,2.753435275815807604e-01,2.292289083962508189e-01,1.853268191894686390e-01,2.195159435615304244e-01,1.628701920347190857e-01,1.677675747904369130e-01,1.586746954828520129e-01,9.788709410048307413e-02,6.852988922066320654e-02,6.491646298609117516e-02,5.392369234391516941e-02,4.875841981030458461e-02,4.576712526160326561e-02,2.120351140588068103e-02,2.628232706185263529e-02,7.796711428445927614e-03,4.589097881850765469e-03,3.151292140787481048e-03,1.328156126915721030e-03,2.630490427239498639e-03,1.757384827912108951e-03,5.110011791242471279e-05,1.649073889033773170e-06,1.577075501963333770e-09,7.922218474474971608e-17,6.866577354384890325e-27
5.199388058383724864e-01,4.814075713367965137e-01,5.067696123625693438e-01,5.537073715559388543e-01,6.512110793002756637e-01,6.078781454597301792e-01,5.954068661957089281e-01,6.532299166197429452e-01,6.365123675521666691e-01,6.341684932346416392e-01,6.600433452166697412e-01,4.727612713384102272e-01,5.082476019796143829e-01,5.911724929467296885e-01,6.249896059473925014e-01,6.335204611115490270e-01,7.132194315024961151e-01,7.402316449498598239e-01,7.058915145471081898e-01,7.666885866493337032e-01,7.995675834351008149e-01,8.479175585280197547e-01,8.987052804585540233e-01,8.973592620751038584e-01,9.613187918648390395e-01,9.587062212673891359e-01,9.784273825343207109e-01,9.732746064685912080e-01,9.779607368157883229e-01,9.865700291341944483e-01,9.895769694572645880e-01,9.980645423948069084e-01,9.994238578579219823e-01,9.997078558158148942e-01,9.994417922524165832e-01,9.998149250433085999e-01,9.999253728523113116e-01,9.999773719222236901e-01,9.999777901173949601e-01,9.999956872899589122e-01,9.999624566762833622e-01,9.999939539886559814e-01,9.999791769757385707e-01,9.999929277421156781e-01,9.999708736544562493e-01,9.999468793919157328e-01,9.999682160509616446e-01,9.999898842032810542e-01,9.999941244234828996e-01,9.999994626457768820e-01,9.999999679110468387e-01,9.999999995094384087e-01,9.999999999405452256e-01,9.999999992916669411e-01,9.999999998911115462e-01,9.999999999437545473e-01,9.999999999940440976e-01,9.999999999999810152e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.199388058383724864e-01,4.736129346880726398e-01,4.994333319643809999e-01,4.944626881402764962e-01,5.344033203458824488e-01,5.546526862121613499e-01,5.624672819388513156e-01,4.847807135519766053e-01,4.216877902070274020e-01,4.308438105031647813e-01,4.372151264499279932e-01,4.237586934539108174e-01,4.060724209581615951e-01,2.947741815694684409e-01,2.432464880262640849e-01,2.318619420766500627e-01,2.007277401750455770e-01,1.167160852662416093e-01,1.177887260215346177e-01,1.156132188734248500e-01,1.214066117342679219e-01,9.571885767383558896e-02,9.110022621902480466e-02,6.837075791174244965e-02,9.485849520092215492e-02,7.939735656996566027e-02,5.957772496790859212e-02,4.551058196819190993e-02,6.020975777096040926e-02,3.871593739980715154e-02,3.278662688244446399e-02,3.358935927874759364e-02,5.274600550806340243e-02,6.165031826267706322e-02,7.165439285910664424e-02,9.323177031944851478e-02,1.064245509112784482e-01,1.118004578048278352e-01,8.391612843594775661e-02,1.013266043681892437e-01,1.040177913091452355e-01,9.771621197761265476e-02,1.277464482305243343e-01,5.139872959555493587e-02,7.387427305577484726e-02,1.316738322529903416e-01,2.294016865480997813e-01,2.950356729984885407e-01,4.230196679981401142e-01,3.742411415335762936e-01,4.161104899080097508e-01,3.931571002169210738e-01,2.744790810150491422e-01,3.608499611203560553e-01,4.675766395661156150e-01,5.426409612389810899e-01,3.889239918251146677e-01,6.742068938749297136e-01,3.333171263808934470e-01,2.118789182527915371e-01,1.227416829162096268e-01,1.429366245194276658e-02,6.021376338849909055e-02
5.199388058383724864e-01,5.853133220965160977e-01,5.455115661429188467e-01,5.721575961823630596e-01,5.635975752829771590e-01,5.805295658446190110e-01,6.074561275644609903e-01,5.137792885991897540e-01,4.981249189375392961e-01,4.958277027564816364e-01,4.085399168650647450e-01,3.686924622850937805e-01,4.228279143376236782e-01,3.410718345490348913e-01,3.303093087638826475e-01,3.381459551238668038e-01,3.117904485766321288e-01,3.095198528673265281e-01,3.745068533597590843e-01,4.071688825099898379e-01,3.947432091809271459e-01,3.801376865974568364e-01,3.460965133642033842e-01,3.255881035872595364e-01,5.079274101329479540e-01,4.844881181327707065e-01,5.079533536147399220e-01,4.862318151819162160e-01,5.424977898414911071e-01,6.412680142262396910e-01,5.658913991058149850e-01,5.671143192035542624e-01,4.794474603838204119e-01,3.913877461686866011e-01,2.914950630976311796e-01,1.976187129285650323e-01,2.006697478542094903e-01,1.999624197290819638e-01,1.944006513133725855e-01,2.188024146150213123e-01,1.501286839853895327e-01,1.459508736553373209e-01,1.947205195083405171e-01,1.888475270575259990e-01,2.100306568141770969e-01,2.072576784626359303e-01,2.695264836201703984e-01,3.593209209928941439e-01,3.566668276055884323e-01,3.445951767871811011e-01,2.953287481232872436e-01,2.718800064778257308e-01,2.749231519298444004e-01,3.390459666096535818e-01,2.905858163546605755e-01,4.649553023356286507e-01,4.840550571461973428e-01,2.371962189727920833e-01,9.737078426961875977e-02,1.593575853814855475e-02,8.010978246468406861e-04,1.720452898795865452e-05,1.389899813802453684e-08
5.199388058383724864e-01,5.149097382567369152e-01,5.509248002722800797e-01,4.470976865873592665e-01,4.508451460413587797e-01,4.481041592961794162e-01,4.414693296369731623e-01,4.139935011227140471e-01,3.908194204692778118e-01,4.310308159472368006e-01,5.022700899968546295e-01,5.673995424730837733e-01,6.268570695865096631e-01,6.371254185787674773e-01,5.813093444783012931e-01,5.197767588072175204e-01,5.154863609725631735e-01,4.460779958924662725e-01,4.356735346507152329e-01,3.851502562176745692e-01,3.204617974423588089e-01,3.530298984385775163e-01,4.076746953248065464e-01,3.739652260482214108e-01,5.021756168711535295e-01,4.803467733690129915e-01,5.966661555408340201e-01,4.794507405709079184e-01,5.245371509504569429e-01,6.118523700660720710e-01,6.114359325748357499e-01,6.103093776390556835e-01,5.942387112505616020e-01,6.189873010821413946e-01,4.781691845727530366e-01,4.368159780162284012e-01,5.737627771551470079e-01,5.605404698982542344e-01,5.632951459765915825e-01,5.108610912342201882e-01,3.942872059740479274e-01,5.016069642254618044e-01,7.317575520071843975e-01,7.722140675260157350e-01,6.909588440285028277e-01,7.171893363025617640e-01,7.112105619788050559e-01,7.408220063682791068e-01,7.410139752670272806e-01,8.325464457152960129e-01,7.665057499085108361e-01,8.643504394468222163e-01,8.101202050377487307e-01,7.820540394019159791e-01,9.274399635747697657e-01,9.862919835137212710e-01,9.532288682474846508e-01,9.707068496748623154e-01,9.939088665269469880e-01,9.803764022967690339e-01,9.720893564375673312e-01,9.980983002860447373e-01,9.999998773345010195e-01
5.199388058383724864e-01,5.817902546306814582e-01,6.177063940156295452e-01,6.253604923753581790e-01,6.626751536729841296e-01,6.520875947764182001e-01,6.647878161628376636e-01,5.488153051088912049e-01,6.407025710329377066e-01,6.591217960613453553e-01,6.924855971102844565e-01,6.407887198266025708e-01,6.306292387486085449e-01,5.155994711673835829e-01,4.632234162490122542e-01,4.272444153686365542e-01,4.142498007503417345e-01,3.447036265382149578e-01,3.732478638452952913e-01,3.115084940630401533e-01,2.673320566779617824e-01,1.943423676213411055e-01,1.949699709002258308e-01,2.190004256549760719e-01,2.015292274327937228e-01,2.276210811716432580e-01,2.114279702396933414e-01,2.232099139280975253e-01,2.295819126759930384e-01,2.725351954896693130e-01,2.807450817712087154e-01,3.319900685924210837e-01,3.861484658066483000e-01,3.190679229671750661e-01,3.715304475737243317e-01,4.748258289558556777e-01,3.666573031664698279e-01,4.566841082343824354e-01,5.281446179790436624e-01,5.467171985993533045e-01,4.262216940933812315e-01,3.298490020089672736e-01,4.773197370329927969e-01,3.930444149974859358e-01,3.489192384421924142e-01,2.196928079705216530e-01,1.904789196266618578e-01,2.059752804229113554e-01,1.604884799651586924e-01,1.945478508104140913e-01,3.450981939626039385e-01,1.947358282936659246e-01,3.351964766558070408e-01,4.511443191186536028e-01,4.098865307134470504e-01,3.070297902837287873e-01,3.802966697566023124e-01,1.570379085372023975e-01,2.620159086817930305e-01,1.793137462936551518e-01,9.902876655548009666e-02,1.678541694308566560e-03,1.914882804912301369e-05
5.199388058383724864e-01,5.125478870085967698e-01,5.200527158908578862e-01,4.580924952585461174e-01,4.522521205955771229e-01,5.213619802447387874e-01,5.204533459586093702e-01,5.689302473627873002e-01,4.780634128444491426e-01,4.314577278168126862e-01,3.867622069533034890e-01,4.230850601070150763e-01,4.667472370678378280e-01,4.294401880115309988e-01,3.762531824977982664e-01,3.755541048721082187e-01,3.208835901488062969e-01,2.867156006402731272e-01,2.612270991545384557e-01,2.890983069964077612e-01,3.460976537962910937e-01,3.506155686249563530e-01,3.532773364771881752e-01,3.810754014926640565e-01,3.863303592121626884e-01,4.098918440047796818e-01,3.529609916132381287e-01,2.539622470237047347e-01,3.556606821857754563e-01,2.853929495866933674e-01,2.616679689280771992e-01,2.704830294704454463e-01,2.768494788264503903e-01,2.365747737555962127e-01,1.840823546999549865e-01,2.065854676937969314e-01,2.047856956418316887e-01,1.647322023610653940e-01,1.179703564141908467e-01,1.099123713571445449e-01,1.237407412167035869e-01,1.211166315849026009e-01,7.102826030099354537e-02,1.491879837230418726e-01,2.924434524645319611e-01,2.193224596733013843e-01,2.998933098268379283e-01,3.511006672211433588e-01,3.115984168000618393e-01,3.366646877302361118e-01,2.196032773077532529e-01,2.526858219215359913e-01,1.511452064218836155e-01,1.086035285104586245e-01,6.217672487941217074e-02,5.471150723209694533e-02,7.472118805551450360e-02,1.434277260736382779e-02,4.588644077290111173e-03,1.465695229865598276e-02,4.502532342140370784e-03,8.095753824281643612e-03,9.676191083043502632e-04
5.199388058383724864e-01,5.044405422473899892e-01,4.601282468884079213e-01,5.547852452016058811e-01,6.207706318733771100e-01,5.346108156942568357e-01,5.506178831185656319e-01,5.662123000262330175e-01,6.385213910846446739e-01,7.389611432637229749e-01,7.420656619818410960e-01,7.476409846503969669e-01,8.143416363415501014e-01,7.543307815317590315e-01,7.637213082469391789e-01,7.373533529520035490e-01,8.374356723739955211e-01,7.877271414012994022e-01,8.018050673448455790e-01,7.813246549070191893e-01,8.033890861370605041e-01,8.140879043315796260e-01,8.461583757960278174e-01,8.833191150134935832e-01,8.831833265493946872e-01,8.859403241970340570e-01,8.970367741830604924e-01,8.315339038395422877e-01,8.722525779301562032e-01,8.615507933589519052e-01,8.418898425558459797e-01,8.497451158428914741e-01,8.729770455496405068e-01,8.978916317394889379e-01,9.418386080089625745e-01,9.425737739339545840e-01,9.538870935562843156e-01,9.851650095633136539e-01,9.883871975988363090e-01,9.509741951601922150e-01,9.586621192012874104e-01,9.700319905145706745e-01,9.814905981569896909e-01,9.760101125440816539e-01,9.740816945115913228e-01,9.609813977013236252e-01,9.117786234870992601e-01,9.173180978128889773e-01,8.771637359772246345e-01,7.784285592259736486e-01,5.524735193347357631e-01,5.273127533559139879e-01,4.163518854373299827e-01,4.983339106579487976e-01,4.633934728008612947e-01,3.638587982214825933e-01,1.894660720045656666e-01,2.235585508428516444e-01,2.760333591806098941e-01,1.867495671580827743e-01,2.778717168884308197e-01,2.959320713449026807e-01,6.733244967231447609e-01
